Tweet_id,Aerolinea,Nombre_usuario,Sentimiento_aerolinea,Grado_de_confianza,Clasificacion_grado_de_confianza,Razon_negativa,Confianza_razon_negativa,Clasificacion_razon_negativa,Retweets,Comentario_limpio,Fecha_creación_tweet,Región_tweet,Zona horaria
568164165090709504,United,DaveGraf1965,negative,1.0,Muy alta,Flight Attendant Complaints,0.6495,Alta,1,UNITED IS YOUR COMPANY MOTTO I DO NOT CARE  I HEARD SEVERAL TIMES FROM YOUR EMPLOYEES TO YOUR CLIENTS IN THE PAST WEEK  IDONOTCARE,2015-02-18 13:44:27 -0800,None,Atlantic Time (Canada)
568162409837400064,United,fatihguvenen,negative,1.0,Muy alta,Flight Attendant Complaints,0.655,Alta,0,UNITED YOU SHOULD TELL THAT TO THE STAFF AT LAX THEN I BOARDED GROUP  AT THE VERY END OF THE QUEUE AS A GOLD MEMBER THANKS FOR NOTHING,2015-02-18 13:37:29 -0800,minneapolis,Central Time (US & Canada)
568161901089132544,United,dbmain,negative,1.0,Muy alta,Flight Attendant Complaints,0.3556,Baja,1,UNITED MISSING CREW PASSENGER DOC PROBLEMS FROZEN TOILETS AND NOW WERE OFF THE PLANE GIVE ME MY MONEY BACK  ,2015-02-18 13:35:27 -0800,None,None
568161023091478530,United,quade181,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED FANTASTIC JOB BY YOUR PEOPLE TODAY ON  FROM DUBLIN A JAM PACKED PLANE BUT THE CREW WAS WONDERFUL,2015-02-18 13:31:58 -0800,"Paramus, NJ",None
568159685238329344,United,RohKapx1,negative,1.0,Muy alta,Late Flight,0.3478,Baja,0,UNITED THERE WAS  MIN TO DEPARTURE NO ONE WAITING ON BEING PRESSED GROUND STAFFER THREATENED DO YOU WANT TO GET TO SF TODAY FAIL,2015-02-18 13:26:39 -0800,DFW & SF,Central Time (US & Canada)
568159364550406144,United,140JustinC,negative,1.0,Muy alta,Flight Booking Problems,0.6481,Alta,0,UNITED FLYING LAX TO SFO AND SYSTEM WONT LET ME CHECK IN YOUR SITE TELLS ME TO DO IT THROUGH AIRCANADA AND THEY TELL ME THROUGH YOU,2015-02-18 13:25:23 -0800,Fredericton NB,Atlantic Time (Canada)
568159085356384256,United,Perisspiceladle,negative,0.6621,Alta,Lost Luggage,0.6621,Alta,0,UNITED AND BTW THE VIRGIN AND JETBLUE MANAGED ON TIME DEPARTURES SAME TIME SAME DESTINATION AMP WOULDNT TAKE AWAY A  OLD KIDS BAG,2015-02-18 13:24:16 -0800,"San Francisco Bay Area, USA",Central Time (US & Canada)
568158670489387008,United,ThomasGutches,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED CAN I JUST GO AHEAD AND LIVE IN YOUR PREMIUM CABINS IM IN HEAVEN NOW EN ROUTE TO LHR,2015-02-18 13:22:37 -0800,"Sacramento, CA / Columbus, OH",Eastern Time (US & Canada)
568158656522539008,United,qlyss8,negative,0.6735,Alta,Can't Tell,0.6735,Alta,0,UNITED FEELING POOR ON THE CHURCHMOUSE LEVEL HERE  DOLLARS IS ENOUGH TO MAKE A GROWN MAN CRY IM NOT A GROWN MAN BUT TEARS HAPPENED,2015-02-18 13:22:34 -0800,"Texas, USA",Mountain Time (US & Canada)
568158459553714176,United,Perisspiceladle,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED SURE BUT THE PLANE IS AN HOUR LATE FLIGHT YOUR ONTIME DEPARTURE SHIP SAILED AWAY A LONG TIME BACK,2015-02-18 13:21:47 -0800,"San Francisco Bay Area, USA",Central Time (US & Canada)
568157757406183424,United,DCconnick,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED  MLIGTDEN WILL MISS CONNECTION  DENGTYEG DUE TO DELAY,2015-02-18 13:18:59 -0800,None,None
568157451729526784,United,HeHaithMe,negative,1.0,Muy alta,Customer Service Issue,0.6803,Alta,1,UNITED HOW COME YOU ARE THE ONLY AIRLINE OF  FLIGHTS LAST YEAR THAT MAKES ME CHECK MY CARRYON NOT EVEN GATE CHECKBAGGAGE CLAIM,2015-02-18 13:17:47 -0800,Born/Raised in 314/Home is 317,Eastern Time (US & Canada)
568157049344937984,United,qlyss8,negative,1.0,Muy alta,Cancelled Flight,1.0,Muy alta,1,UNITED I HAD TO CHANGE AIRPORTS TO ACTUALLY GET A FLIGHT OUT WHEN MY FLIGHT FROM FAY WAS CANCELLED FLIGHTLED TWICE  TAXI RIDE TO RDUREIMBURSE,2015-02-18 13:16:11 -0800,"Texas, USA",Mountain Time (US & Canada)
568156641339805697,United,RhodseyM,neutral,1.0,Muy alta,None,None,Muy alta,0,UNITED ITS OPERATED BY UNITED AS ITS A HEATHROWNEWARK FLIGHT,2015-02-18 13:14:33 -0800,London,Greenland
568155450824216578,United,zackintheusa,negative,1.0,Muy alta,Customer Service Issue,0.6225,Alta,0,UNITED YES OF COURSE I HAVE  IS THIS HOW YOU TREAT CUSTOMER WITH NO RECOURSE,2015-02-18 13:09:49 -0800,"columbus, oh",Central Time (US & Canada)
568155289146363904,United,MGsoundguy,negative,0.6639,Alta,Lost Luggage,0.3706,Baja,0,UNITED I WILL BE STUNNED IF MY BAGS ARE IN HARTFORD WITH ME  THE ORD GROUND CREW ONLY HAD AN HOUR TO MOVE MY BAGS  YARDS,2015-02-18 13:09:11 -0800,"Houston TX
",None
568154805362950146,United,NikoMLB,negative,1.0,Muy alta,Customer Service Issue,1.0,Muy alta,0,UNITED CAN SOMEONE ASSIST ME WITH MY DMS WAITING  HOUR ON PHONE  HOURS ON TWITTER,2015-02-18 13:07:16 -0800,"New York, NY ",None
568153151636766721,United,herestorian,negative,1.0,Muy alta,Flight Booking Problems,0.6606,Alta,0,UNITED FLIGHT WAS OVERBOOKED WAS OFFERED VOUCHER TO WAIT AMP TAKE ANOTHER FLIGHT GATE AGENT SWITCHED ME OVER RETRACTED VOUCHER OFFER,2015-02-18 13:00:41 -0800,None,None
568152968257613824,United,kennykhlee,positive,0.6771,Alta,None,None,Muy alta,0,UNITED THANK YOU,2015-02-18 12:59:58 -0800,San Francisco,Pacific Time (US & Canada)
568149600403660800,United,greghei1,positive,0.6768,Alta,None,0.0,Muy baja,0,UNITED THANKS  ITS VERY HELPFUL TO UNDERSTAND THAT THE REDUCED PRICE SEATS THAT ARE SOLD AT CHECKIN HAVE PRIORITY OVER THE CERTIFICATES,2015-02-18 12:46:35 -0800,"Fremont, California",Pacific Time (US & Canada)
568149201466617856,United,JackAcree,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED AS A MILLION MILER IVE BEEN DELAYED PLENTY NEVER IN THE AMATEURISH WAYSILVERAIRWSYS DOES IT ID BE EMBARRASSED TO BE AFFILIATED,2015-02-18 12:44:59 -0800,United States,Eastern Time (US & Canada)
568148294087479296,United,froyomama,negative,1.0,Muy alta,Flight Booking Problems,0.6458,Alta,0,UNITED AIRLINES CLAIMS TO HAVE A LOW FARE GUARANTEE BUT THEY WONT HONOR A LOWER FARE THAT I FOUND,2015-02-18 12:41:23 -0800,None,Central Time (US & Canada)
568148282762874881,United,DCconnick,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED ANOTHER DELAYED UNITED FLIGHT I SHOULD NOT BE THIS SURPRISED OR UPSET IM MOSTLY DISAPPOINTED I HAVE TO CANCELLED FLIGHT MY TRIP WITH MY DAD,2015-02-18 12:41:20 -0800,None,None
568148251569999873,United,RhodseyM,negative,1.0,Muy alta,Bad Flight,0.3752,Baja,0,UNITED STILL CANT DM ITS  ON ,2015-02-18 12:41:13 -0800,London,Greenland
568148213418455041,United,IrisSanchezCDE,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED THANK YOU MARGO AT HOUSTONS BUSH INTERCONTINENTAL FOR GETTING ME HOME EARLIER,2015-02-18 12:41:04 -0800,USA,Central Time (US & Canada)
568148149610483712,United,scofro14,negative,1.0,Muy alta,Customer Service Issue,0.6704,Alta,0,UNITED I BOOKED OUR FLIGHTS W WESTJET I SAW THE SAME PRICES EACH TIME I SEARCHED IT WASNT THE LEAST BIT FRUSTRATING CUSTOMERSERVICE,2015-02-18 12:40:49 -0800,None,Mountain Time (US & Canada)
568147319155073024,United,scofro14,negative,0.6409,Alta,Flight Booking Problems,0.6409,Alta,0,UNITED THANKS BUT I DIDNT WANT TO SEE WEVE STARTED YOUR FLIGHT SEARCH OVER OR THE FARE AMP RULES FOR THIS ITINERARY HAS CHANGED AGAIN,2015-02-18 12:37:31 -0800,None,Mountain Time (US & Canada)
568144896852299776,United,jesisforlovers,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED MY CATS FLIGHT WAS DELAYED   SHE WILL BE ARRIVING TO HAWAII AFTER  AMP I WONT BE ABLE TO PICK HER UP UNTIL TOMORROW 😭,2015-02-18 12:27:53 -0800,"Oahu, Hi",Central Time (US & Canada)
568144894964994048,United,ajhoekst,negative,0.6368,Alta,Bad Flight,0.6368,Alta,0,UNITED I DID NOT MY MIND WAS ON GETTING TO THE NEXT FLIGHT,2015-02-18 12:27:53 -0800,"Novi, MI",Eastern Time (US & Canada)
568144831496593408,United,zackintheusa,negative,1.0,Muy alta,Lost Luggage,1.0,Muy alta,0,UNITED NOW YOUVE LOST MY BAGS TOO  AT LEAST NOBODY HAS DONE ANYTHING TO HELP OUT  THIS IS ABSURD,2015-02-18 12:27:38 -0800,"columbus, oh",Central Time (US & Canada)
568144589162287105,United,JeffPfeifer,negative,1.0,Muy alta,Customer Service Issue,0.3471,Baja,0,UNITED WHATS UP WITH THE REDUCTION IN E ON   WHO CAN NO LONGER CONFIRM E  FORGET UPGRADES  JUST WANT LEGROOM UNITEDFAIL,2015-02-18 12:26:40 -0800,"Denver, CO",Mountain Time (US & Canada)
568143658089717761,United,herestorian,negative,1.0,Muy alta,Customer Service Issue,0.352,Baja,0,UNITED OFFERED ME A VOUCHER TO SWITCH FLIGHTS NOW VOUCHER OFFER DOESN’T EXIST AMP THE GATE AGENT SWITCHED ME TO A DELAYED FLIGHT,2015-02-18 12:22:58 -0800,None,None
568141442951942146,United,jordanslott,neutral,0.672,Alta,None,0.0,Muy baja,0,UNITED WHEN SOUTHWEST DID THIS TO US  A MECHANICAL PROBLEM AT LEAST THEY GAVE US ROUND TRIP VOUCHERS WILL YOU STEP UP TO THE PLATE FLIGHT TOO,2015-02-18 12:14:10 -0800,"Jersey City, NJ",None
568141110217805824,United,jenny0z,negative,1.0,Muy alta,Flight Booking Problems,0.6526,Alta,0,UNITED I USUALLY LIKE FLYING WITH YOU GUYS BUT  FEE TO USE MY CREDIT SEEMS RIDICULOUS NOTCOOL EXHORBITANTFEES,2015-02-18 12:12:50 -0800,new york city ,None
568140850963881984,United,prof_west,negative,1.0,Muy alta,Lost Luggage,0.6733,Alta,0,UNITED THANKS BUT NOT SO MUCH THE MISSING BAG AS THE NONEXISTENT STAFF AT THIS APPARENT REMOTE OUTPOST BUSY AIRPORT FOR CITY OF ,2015-02-18 12:11:49 -0800,"Edmonton, Alberta, Canada",Mountain Time (US & Canada)
568140595580919808,United,kennykhlee,negative,0.6578,Alta,Lost Luggage,0.6578,Alta,0,UNITED MY FRIEND LOST LUGGAGE ON FLIGHT  WHAT TO DO,2015-02-18 12:10:48 -0800,San Francisco,Pacific Time (US & Canada)
568140506116571136,United,RhodseyM,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED SWEET FOLLOW BACK AND ILL GET THE DM OFF,2015-02-18 12:10:26 -0800,London,Greenland
568138258108051457,United,yentruok720,neutral,0.6651,Alta,None,0.0,Muy baja,0,UNITED MY RESERVATION WERE CHANGED SO THAT I CAN LONGER MAKE MY CONNECTING FLIGHT HOW CAN I CHANGE THIS WITHOUT INCURRING A FEE,2015-02-18 12:01:30 -0800,DC,None
568137238267047936,United,chrismackwpg,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED ALL GOOD NEXT FLIGHT WAS A LITTLE DELAYED SO IT ALL WORKED 👍,2015-02-18 11:57:27 -0800,None,Central Time (US & Canada)
568135523530899456,United,Kthrngllcksn,neutral,0.6944,Alta,None,0.0,Muy baja,0,UNITED FLIGHT ,2015-02-18 11:50:38 -0800,None,Central Time (US & Canada)
568134243177463815,United,RohKapx1,negative,1.0,Muy alta,Flight Attendant Complaints,0.6559,Alta,1,UNITED JUST BOARDED  WAS REFUSED FROM CARRYING OVERHEAD BAG AS NO SPACE IN PLANE NOW WITH LOADS OF SPACE FAIL CUSTOMEREXPERIENCE,2015-02-18 11:45:33 -0800,DFW & SF,Central Time (US & Canada)
568134171761065984,United,Perisspiceladle,negative,1.0,Muy alta,Flight Attendant Complaints,0.6775,Alta,1,UNITED GET YOUR ACT RIGHT YOU JUST LOST CUSTOMERS BECAUSE YOUR STAFF WOULDNT LET US TAKE OUR APPROVED CARRYON ON A HALF EMPTY FLIGHT,2015-02-18 11:45:16 -0800,"San Francisco Bay Area, USA",Central Time (US & Canada)
568133255410671617,United,Boruch_1,neutral,0.6701,Alta,None,0.0,Muy baja,0,UNITED SHULEMSTERN  RAISE A DISPUTE WITH YOUR CC PROVIDER AND THEY WILL HOPEFULLY CLEAR IT FOR YOU,2015-02-18 11:41:38 -0800,None,London
568132619092795392,United,sasharashid,negative,1.0,Muy alta,Bad Flight,0.3443,Baja,0,UNITED HELD UP FOR ALMOST  MINUTES AND THEN PROMISED FREE MOVIES AND IT DIDNT WORK AND NEITHER DID THE WIFI THAT WAS PAID FOR BOO ,2015-02-18 11:39:06 -0800,None,Eastern Time (US & Canada)
568132185741500416,United,JackAcree,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED NICE PARTNERS YOU HAVE THE DELAYS KEEP INCREASING EVERY  MIN FTLAUDERDALESUN ORLANDOSENTINEL ,2015-02-18 11:37:23 -0800,United States,Eastern Time (US & Canada)
568129947752992768,United,jordanslott,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED  JUST ADMIT YOU HAVE NO CLUE WHEN FLIGHT WILL LEAVE DENVER UNFRIENDLYSKIES,2015-02-18 11:28:29 -0800,"Jersey City, NJ",None
568129909408841728,United,MetinErtas06,negative,0.3654,Baja,Flight Booking Problems,0.3654,Baja,0,UNITED YEP AFTER LONG WAITING ON THE PHONE WE MANAGED TO REBOOK IT HOPE IT WILL BE A PLEASENT ONE THANKS FOR UR HELP,2015-02-18 11:28:20 -0800,None,None
568129848910204929,United,theo,negative,1.0,Muy alta,Late Flight,0.3557,Baja,1,UNITED JUST HAD THE WORST EXPERIENCE EVER FLYING WITH YOU,2015-02-18 11:28:05 -0800,São Paulo / Brasil,Brasilia
568129661227499524,United,jordanslott,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED  AS THE INBOUND FLIGHT DEP TIME GETS CLOSER YOU PUSH IT BACK  MIN YOUVE BEEN DOING THIS FOR  HRS,2015-02-18 11:27:21 -0800,"Jersey City, NJ",None
568129652625158147,United,Kthrngllcksn,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED WHY IS MY FLIGHT FROM MKE TO ORD GETTING DELAYED OUR GATE ATTENDANT IS NOT COMMUNICATING,2015-02-18 11:27:19 -0800,None,Central Time (US & Canada)
568128387576762370,United,Vic_Sutter,negative,1.0,Muy alta,Bad Flight,1.0,Muy alta,0,UNITED MY PLANE SOUNDS LIKE  A DJ  SCRATCHING IS THIS NORMAL IF SO WILL THIS EVENTUALLY BE A NEW ENTERTAINMENT FEE,2015-02-18 11:22:17 -0800,Las Vegas ,Hawaii
568127465224323072,United,lorenzosimpson,neutral,0.647,Alta,None,None,Muy alta,0,UNITED CHASE SAYS NO REFERRAL BONUS THANKS,2015-02-18 11:18:37 -0800,None,Eastern Time (US & Canada)
568127152450871296,United,syndscu,negative,1.0,Muy alta,Flight Booking Problems,0.6571,Alta,0,UNITED HOW CAN I TRUST UNITED WITH FUTURE FLIGHT BOOKING PROBLEMSS WHEN A CONFIRMED TICKETED AND PURCHASED TICKET IS CANCELLED FLIGHTLED AFTER THE FACT,2015-02-18 11:17:23 -0800,None,None
568123356899250176,United,zackintheusa,negative,1.0,Muy alta,Late Flight,0.3626,Baja,0,UNITED REBOOKED  THIS ONE IS LATE FLIGHT TOO,2015-02-18 11:02:18 -0800,"columbus, oh",Central Time (US & Canada)
568123268231602176,United,zackintheusa,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED  LATE FLIGHT FLIGHT TODAY,2015-02-18 11:01:57 -0800,"columbus, oh",Central Time (US & Canada)
568123098546843648,United,lymanm8,negative,0.6459,Alta,Cancelled Flight,0.3229999999999999,Baja,0,UNITED IF U MISS FIRST LEG OF UR FLIGHT YOU HAVE TO PAY HUNDREDS OF S JUST TO KEEP YOUR SECOND LEG HOW MUCH TO KEEP MY EARNED MILES,2015-02-18 11:01:16 -0800,None,None
568122371854307328,United,RobBogart,negative,1.0,Muy alta,Bad Flight,1.0,Muy alta,0,UNITED  FROM IAD TO BUF  INCREDIBLY LOUD AND LIKE A THIRD WORLD  INNER CITY METRO BUS  LOWSTANDARDS ,2015-02-18 10:58:23 -0800,DC/SF/BFLO,None
568122284474544128,United,ptau,neutral,0.653,Alta,None,0.0,Muy baja,0,UNITED CANCELLED FLIGHTING BOUGHT A TICKET FOR A FRIEND BUT CANT GET THE CREDIT UNDER MY NAME,2015-02-18 10:58:02 -0800,Chasing Carmen San Diego,Central Time (US & Canada)
568121964444950529,United,LeeRose20,positive,0.701,Alta,None,None,Muy alta,0,UNITED BOEING  STAR ALLIANCE SHORT FINALS HEATHROWAIRPORT  ON AN AMAZING WINTERS MORNING  AVGEEK HTTPTCOOWMAXOYEHZ,2015-02-18 10:56:46 -0800,West Wickham Kent ! ,None
568118981170606080,United,dr_spencer,negative,0.6838,Alta,Flight Booking Problems,0.6838,Alta,0,UNITED  DAYS FOR ONE FLIGHT AND  FOR THE OTHER ROUNDTRIP,2015-02-18 10:44:54 -0800,Nicaragua,Central America
568118452965085184,United,Thejetsetjulie,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED I AM BLOWN AWAY BY STELLAR CUSTSERV  THANK YOU  ,2015-02-18 10:42:48 -0800,Instagram @thejetsetjulie,Quito
568117667879628800,United,rsparno,negative,1.0,Muy alta,Bad Flight,0.3548,Baja,0,UNITED YOUR OVERALL EXPERIENCE OF FLYING IS NOT FRIENDLY,2015-02-18 10:39:41 -0800,"Belle Mead, NJ",Quito
568116996761452544,United,JimTrotter_NFL,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED A GOOD START WOULD BE  TO WARM THE PLANE BEFORE THE DEPARTURE TIME SO THE FLIGHT ISNT DELAYED DUE TO FROZEN WATER LINES,2015-02-18 10:37:01 -0800,San Diego,Pacific Time (US & Canada)
568116146899169280,United,GYank,negative,1.0,Muy alta,Customer Service Issue,0.6558,Alta,0,UNITED ANNNNDDDDD IM GOING TO LOSE MY FIRST CLASS SEAT ON THE FLIGHT THEY SHUFFLE ME TO,2015-02-18 10:33:39 -0800,"LA, NY, Chicago & St.Louis",None
568115946738597888,United,adler_edward,positive,0.6705,Alta,None,0.0,Muy baja,0,UNITED YOU HAVE THE NICEST GATE ATTENDANT AT NEWARK AIRPORT GATE  RIGHT NOW MULTIPLE DELAYS AND SHE IS STILL PLEASANT WITH EVERYONE,2015-02-18 10:32:51 -0800,None,None
568115588024963072,United,GYank,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED  HOUR MECHANICAL DELAYKILLING ME,2015-02-18 10:31:25 -0800,"LA, NY, Chicago & St.Louis",None
568115014139162625,United,MGsoundguy,negative,1.0,Muy alta,Lost Luggage,0.3441,Baja,0,UNITED EVERY TIME I CHECK A BAG WITH YOUR AIRLINE IM CONFIDENT I WILL BE WEARING THE SAME CLOTHES FOR  DAYS  PLEASE PROVE ME WRONG,2015-02-18 10:29:09 -0800,"Houston TX
",None
568114394397147137,United,eriwn9,neutral,0.6764,Alta,None,None,Muy alta,0,UNITED TRADE SHOW COME BY BOTH  FOR AWESOME DEALS ON SUNKIST AND WEBBERNATURALS  ,2015-02-18 10:26:41 -0800,None,None
568112237765722113,United,TammyJacksonEJ,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED THANKS UNITED FOR THE NO RUNNING WATER AND LATE FLIGHT FLIGHT FROM GRAND RAPIDS TO DENVER,2015-02-18 10:18:07 -0800,None,Quito
568111503812870144,United,SFWWflyfish,negative,1.0,Muy alta,Customer Service Issue,0.3492,Baja,0,UNITED KN NOT ALLOWING ME TO BYPASS THE RECEIPT  ON THE REFUND REQUEST FORM NEVER RECEIVED RECEIPT EMAIL CHARGED ,2015-02-18 10:15:12 -0800,"Austin, TX",Eastern Time (US & Canada)
568110568097374208,United,TheClayFox,neutral,1.0,Muy alta,None,None,Muy alta,0,UNITED PLEASE HELP LEFT MY IPAD AIR  ON MY FLIGHT FROM NYC TO PARIS YESTERDAY AND CAN’T GET IN TOUCH WITH ANYONE LOCALLY WHAT TO DO,2015-02-18 10:11:29 -0800,New York City (Silicon Alley),Eastern Time (US & Canada)
568109963509415936,United,Max_Tau,negative,1.0,Muy alta,Bad Flight,0.6737,Alta,0,UNITED WHEN WILL THAT HAPPEN IT REALLY CONFUSES WHEN THE  CONTENT TO COME ON THE  SCREENS IS ABOUT HOW TECHNOLOGY FORWARD UNITED IS,2015-02-18 10:09:04 -0800,Amsterdam NL,Athens
568109878754934784,United,eatgregeat,negative,1.0,Muy alta,Customer Service Issue,0.6484,Alta,0,UNITED YOU MEAN LIKE MY MAILING ADDRESS AND RATE BY THE SURLINESS OF MY UNITED COWORKERS IM GUESSING OUR BENEFITS ARENT GREAT,2015-02-18 10:08:44 -0800,None,Eastern Time (US & Canada)
568109598034554880,United,Bhuvanasaurus,negative,1.0,Muy alta,Customer Service Issue,0.6341,Alta,0,UNITED I ALREADY SENT FEEDBACK AND YOUR REPS ARE WHO TOLD ME ABOUT THE PRIORITY IM SPEECHLESS AT YOUR SYSTEM,2015-02-18 10:07:37 -0800,None,None
568109592338518016,United,frqnttraveler,negative,1.0,Muy alta,Can't Tell,0.7093,Alta,0,UNITED JUST BECAUSE YOU ARE A MONOPOLY IN FLYSFO DOESNT MEAN YOU TREAT YOUR FREQUENT FLIERS LIKE CRAP,2015-02-18 10:07:36 -0800,california,None
568109565796958209,United,c9n0thing,negative,1.0,Muy alta,Lost Luggage,1.0,Muy alta,0,UNITED YEAH BAG IS ON THE WAY AS PER USUAL  IM ACTUALLY GETTING USED TO GETTING IT DELIVERED TO ME ITS KIND OF NICE IN A SENSE,2015-02-18 10:07:30 -0800,San Diego,Pacific Time (US & Canada)
568108909480824832,United,BWithering,neutral,1.0,Muy alta,None,None,Muy alta,0,UNITED HOW MUCH IS BAGGAGE CHECK FOR INTERNATIONAL FLIGHTS,2015-02-18 10:04:53 -0800,"Raleigh, NC  SoCal",Eastern Time (US & Canada)
568107551553794049,United,monotaga,negative,1.0,Muy alta,Flight Booking Problems,0.6496,Alta,0,UNITED WHY DOES IT TAKE  WEEKS FOR A NEW MILEAGEPLUS PREMIER CARD TO BE SENT OUT STILLWAITING DOESNTFEELLIKESTATUSYET,2015-02-18 09:59:29 -0800,"San Francisco, CA",Central Time (US & Canada)
568107363195973633,United,Scotti,negative,1.0,Muy alta,Customer Service Issue,1.0,Muy alta,0,UNITED WONDER WHY PEOPLE HATE DEALING WITH AIRLINES  RIDICULOUS AND INFLEXIBLE POLICIES  I NEED A PHONE NUMBER AND A RESOLUTION  NOW,2015-02-18 09:58:44 -0800,"Grand Junction, CO",Mountain Time (US & Canada)
568105932917481472,United,MetinErtas06,negative,0.6606,Alta,Cancelled Flight,0.6606,Alta,0,UNITED  PNR NUMBERED FLIGHT THE FIRST LEG IS CANCELLED FLIGHTLED DUE TO BAD WEATHER IN IATANBUL HOW CAN I MAKE A REFLIGHT BOOKING PROBLEMS,2015-02-18 09:53:03 -0800,None,None
568105220410105857,United,greghei1,negative,1.0,Muy alta,Flight Booking Problems,0.6747,Alta,0,UNITED  IT SUGGESTS THAT IF CANT CONFIRM CERT AT TIME OF FLIGHT BOOKING PROBLEMS I SHOULD ASSUME THAT IT MAY NEVER CLEAR DIDNT USED TO BE THAT WAY,2015-02-18 09:50:14 -0800,"Fremont, California",Pacific Time (US & Canada)
568104397869350912,United,greghei1,positive,0.6458,Alta,None,0.0,Muy baja,0,UNITED THANKS FOR EXPLANATION IT SEEMS LIKE AN ODD INCENTIVE STRUCTURE THO BECAUSE IT DRAMATICALLY DIMINISHES THE VALUE OF THE CERTS,2015-02-18 09:46:57 -0800,"Fremont, California",Pacific Time (US & Canada)
568103618500530176,United,willyvideo,neutral,1.0,Muy alta,None,None,Muy alta,0,UNITED SFO CLEARVISION   UNITED TERMINAL SFO AIRPORT ,2015-02-18 09:43:52 -0800,None,Pacific Time (US & Canada)
568101609894342656,United,harris,negative,1.0,Muy alta,Can't Tell,0.6658,Alta,0, UNITED YOU DONT REALLY CARE ABOUT OUR COMFORT YOU CARE ABOUT PROFITABILITY THATS FINE JUST OWN UP TO IT UNFRIENDLYSKIES,2015-02-18 09:35:53 -0800,NYC,Eastern Time (US & Canada)
568101444391276544,United,harris,negative,0.7113,Alta,Bad Flight,0.3814,Baja,0, UNITED JUST BE HONEST WITH YOUR CUSTOMERS THE NEW SEATS ARE DESIGNED TO FIT MORE ROWS ON THE PLANE MORE ROWS  MORE MONEY,2015-02-18 09:35:13 -0800,NYC,Eastern Time (US & Canada)
568101176551452673,United,karinafmanalo,negative,1.0,Muy alta,Late Flight,1.0,Muy alta,0,UNITED MISSING THIS WEDDING BECAUSE OF THESE DELAYS WOULD NOT BE COOL,2015-02-18 09:34:09 -0800,"Arlington, VA",None
568100858954522625,United,harris,negative,1.0,Muy alta,Can't Tell,0.6902,Alta,0,UNITED DESIGNED TO DETER PEOPLE FROM FORGETTING THINGS OR TO PROVIDE MORE STORAGE SPACE THE ARTICLE SAYS THE LATTER UNFRIENDLYSKIES,2015-02-18 09:32:54 -0800,NYC,Eastern Time (US & Canada)
568100000418250752,United,zackintheusa,negative,1.0,Muy alta,Cancelled Flight,0.35,Baja,0,UNITED WHAT DO YOU THINK MISSING MEETINGS IS WORTH  A FLIGHT VOUCHER  I FLY ALL THE TIME SO WHAT WOULD MAKE IT RIGHT,2015-02-18 09:29:29 -0800,"columbus, oh",Central Time (US & Canada)
568099620456423424,United,OMGreller,negative,0.6988,Alta,Bad Flight,0.6988,Alta,0,UNITED AND DIRECTTV NOT TO PILE ON BUT ITS TIME TO UPDATE YOUR IN FLIGHT TV PACKAGE ,2015-02-18 09:27:58 -0800,on my iPhone,None
568098115988918273,United,elisanader,negative,0.7044,Alta,Can't Tell,0.3771,Baja,0,UNITED  WHY IS IT SO HARD TO ADD IN MEAL PREFERENCES AFTER I BOOKED TICKETS I FORGOT TO DO IT AMP ITS NOW IMPOSSIBLE I EVEN CALLED,2015-02-18 09:22:00 -0800,D.C.ish ,Eastern Time (US & Canada)
568096772939067392,United,zackintheusa,positive,1.0,Muy alta,None,None,Muy alta,0,UNITED ITS AMAZING REALLY,2015-02-18 09:16:40 -0800,"columbus, oh",Central Time (US & Canada)
568096711450566657,United,zackintheusa,negative,0.6551,Alta,Customer Service Issue,0.3356,Baja,0,UNITED LEARN TO HOLD CONNECTIONS THEY TEXTED ME THERE IS ANOTHER FLIGHT LATE FLIGHTR  MY CONNECTION HASNT LEFT AND WERE PULLING INTO THE GATE,2015-02-18 09:16:25 -0800,"columbus, oh",Central Time (US & Canada)
