Date;Day;DOW;Holiday;Influenza;Iws;PM10_lag0;PMc_lag0;Ir;NO2_lag0;O3_lag0;CO_lag0;PM25_lag1;PM10_lag1;Is;SO2_lag1;NO2_lag1;O3_lag1;CO_lag1;PM25_lag2;PM10_lag2;PMc_lag2;SO2_lag2;NO2_lag2;O3_lag2;CO_lag2;PM25_lag3;PM10_lag3;PMc_lag3;SO2_lag3;NO2_lag3;O3_lag3;CO_lag3;PM25_lag4;PM10_lag4;PMc_lag4;SO2_lag4;NO2_lag4;O3_lag4;CO_lag4;PM25_lag5;PM10_lag5;PMc_lag5;SO2_lag5;NO2_lag5;O3_lag5;CO_lag5;PM25_lag01;PM10_lag01;PMc_lag01;SO2_lag01;NO2_lag01;O3_lag01;CO_lag01;PM25_lag02;PM10_lag02;PMc_lag02;SO2_lag02;NO2_lag02;O3_lag02;CO_lag02;PM25_lag03;PM10_lag03;PMc_lag03;SO2_lag03;NO2_lag03;O3_lag03;CO_lag03;temp_lag0;temp_lag14;humid_lag0;Totalheart;Hypertension;CHD;Arrhythmia;Heartfailure;Cerebrovascular;Total_cardio;Totalheart_man;Hypertension_man;CHD_man;Other_man;Arrhythmia_man;Heartfailure_man;Cerebrovascular_man;Total_cardio_man;Totalheart_woman;Hypertension_woman;CHD_woman;Other_woman;Arrhythmia_woman;Heartfailure_woman;Cerebrovascular_woman;Total_cardio_woman;Totalheart_age1;Hypertension_age1;CHD_age1;Other_age1;Arrhythmia_age1;Heartfailure_age1;Cerebrovascular_age1;Total_cardio_age1;Totalheart_age2;Hypertension_age2;CHD_age2;Other_age2;Arrhythmia_age2;Heartfailure_age2;Cerebrovascular_age2;Total_cardio_age2;Total_Res;URTI;LRTI;AECOPD;Asthma;Total_res_man;URTI_man;LRTI_man;AECOPD_man;Asthma_man;Total_woman;URTI_woman;LRTI_woman;AECOPD_woman;Asthma_woman;Total_age1;URTI_age1;LRTI_age1;AECOPD_age1;Asthma_age1;Total_age2;URTI_age2;LRTI_age2;AECOPD_age2;Asthma_age2;Total_age3;URTI_age3;LRTI_age3;AECOPD_age3;Asthma_age3;Total_age4;URTI_age4;LRTI_age4;AECOPD_age4;Asthma_age4;all0;all1;URTI0;URTI1;LRTI0;LRTI1;Asthma0;Asthma1;AECOPD0;AECOPD1;xxx
03/04/2013;93;3;0;0;136.76;199.47;62.71;49.35;83.24;133.53;2;40.24;76;40.08;17.35;46.88;99.65;1.06;66.53;77.93;21.75;19.24;58.65;38.19;1.47;160.18;183.81;23.5;23.82;70.56;33.88;2;76.47;107.41;30.94;58.18;59.94;89.12;2;66.2;118.76;49;30.82;66.76;92.06;1.88;88.5;137.74;51.4;33.35;65.06;116.59;1.53;81.18;117.8;41.51;28.65;62.92;90.46;1.51;100.93;134.3;37.01;27.44;64.83;76.31;1.63;11.15;6.12;42.68;99;39;37;10;0;69;168;36;9;17;6;4;0;39;75;63;30;20;7;6;0;30;93;44;18;13;8;5;0;28;72;55;21;24;5;5;0;41;96;228;132;80;0;7;94;43;43;0;4;134;89;37;0;3;10;5;3;0;1;99;77;18;0;2;54;37;12;0;2;65;13;47;0;2;176;52;122;10;40;40;6;1;;;1
04/04/2013;94;4;1;0;77.71;136.88;59.18;49.65;59;130.71;2;136.76;199.47;62.71;49.35;83.24;133.53;2;40.24;76;40.08;17.35;46.88;99.65;1.06;66.53;77.93;21.75;19.24;58.65;38.19;1.47;160.18;183.81;23.5;23.82;70.56;33.88;2;76.47;107.41;30.94;58.18;59.94;89.12;2;107.24;168.18;60.95;49.5;71.12;132.12;2;84.9;137.45;53.99;38.78;63.04;121.3;1.69;80.31;122.57;45.93;33.9;61.94;100.52;1.63;7.54;6.41;56.14;84;43;18;9;0;74;158;41;15;14;7;5;0;36;77;43;28;4;7;4;0;38;81;43;28;8;6;1;0;31;74;41;15;10;8;8;0;43;84;287;193;78;0;4;132;95;29;0;1;155;98;49;0;3;11;6;5;0;0;123;102;16;0;2;82;54;19;0;1;71;31;38;0;1;235;52;174;19;46;32;4;;;;1
05/04/2013;95;5;1;0;;307;;76.12;138.53;79.76;4.24;77.71;136.88;59.18;49.65;59;130.71;2;136.76;199.47;62.71;49.35;83.24;133.53;2;40.24;76;40.08;17.35;46.88;99.65;1.06;66.53;77.93;21.75;19.24;58.65;38.19;1.47;160.18;183.81;23.5;23.82;70.56;33.88;2;77.71;221.94;59.18;62.89;98.77;105.24;3.12;107.24;214.45;60.95;58.37;93.59;114.67;2.75;84.9;179.84;53.99;48.12;81.91;110.91;2.33;7.52;6.55;61.81;74;33;25;1;7;72;146;28;10;12;2;0;4;41;69;46;23;13;6;1;3;31;77;39;20;10;5;1;3;31;70;35;13;15;3;0;4;41;76;312;189;95;7;5;141;79;46;4;4;171;110;49;3;1;10;8;2;0;0;130;94;30;0;1;100;66;26;0;2;72;21;37;7;2;252;60;174;15;64;31;3;2;;7;1
06/04/2013;96;6;1;0;;299.86;;77.29;138.82;88.76;5.59;;307;;76.12;138.53;79.76;4.24;77.71;136.88;59.18;49.65;59;130.71;2;136.76;199.47;62.71;49.35;83.24;133.53;2;40.24;76;40.08;17.35;46.88;99.65;1.06;66.53;77.93;21.75;19.24;58.65;38.19;1.47;;303.43;;76.71;138.68;84.26;4.92;77.71;247.91;59.18;67.69;112.12;99.74;3.94;107.24;235.8;60.95;63.1;104.9;108.19;3.46;6.83;6.79;32.67;78;44;21;6;4;63;141;30;16;11;1;1;1;32;62;48;28;10;2;5;3;31;79;32;23;5;3;1;0;29;61;46;21;16;0;5;4;34;80;318;172;120;6;11;152;81;56;4;7;166;91;64;2;4;11;5;6;0;0;130;90;34;0;1;91;57;24;0;7;86;20;56;6;3;243;75;158;14;69;51;8;3;;6;1
07/04/2013;97;7;0;0;;295.25;;75.12;140.35;91.41;5;;299.86;;77.29;138.82;88.76;5.59;;307;;76.12;138.53;79.76;4.24;77.71;136.88;59.18;49.65;59;130.71;2;136.76;199.47;62.71;49.35;83.24;133.53;2;40.24;76;40.08;17.35;46.88;99.65;1.06;;297.56;;76.21;139.59;90.09;5.3;;300.7;;76.18;139.23;86.64;4.94;77.71;259.75;59.18;69.55;119.18;97.66;4.21;7.9;7.15;43.75;92;44;29;4;5;76;168;44;20;16;5;0;3;45;89;48;24;13;5;4;2;31;79;39;22;11;4;2;0;37;76;53;22;18;6;2;5;39;92;253;132;103;4;4;117;60;46;3;2;136;72;57;1;2;6;3;3;0;0;115;78;28;0;2;63;39;21;0;1;69;12;51;4;1;195;58;126;6;57;46;3;1;;4;1
08/04/2013;98;1;0;1;49.19;141.94;95.31;19;38.82;93.59;1;;295.25;;75.12;140.35;91.41;5;;299.86;;77.29;138.82;88.76;5.59;;307;;76.12;138.53;79.76;4.24;77.71;136.88;59.18;49.65;59;130.71;2;136.76;199.47;62.71;49.35;83.24;133.53;2;49.19;218.6;95.31;47.06;89.59;92.5;3;49.19;245.68;95.31;57.14;106;91.25;3.86;49.19;261.01;95.31;61.88;114.13;88.38;3.96;7.34;7.42;33.32;90;48;23;7;4;74;164;42;22;9;3;6;2;43;85;48;26;14;5;1;2;31;79;40;23;12;3;2;0;34;74;50;25;11;5;5;4;40;90;239;143;73;6;9;98;58;30;4;5;141;85;43;2;4;7;4;2;0;0;106;87;16;0;0;55;35;14;0;3;71;17;41;6;6;181;58;131;12;38;35;4;5;;6;1
09/04/2013;99;2;0;1;59.82;115.47;56.67;26.41;50.12;91.29;1.12;49.19;141.94;95.31;19;38.82;93.59;1;;295.25;;75.12;140.35;91.41;5;;299.86;;77.29;138.82;88.76;5.59;;307;;76.12;138.53;79.76;4.24;77.71;136.88;59.18;49.65;59;130.71;2;54.51;128.71;75.99;22.71;44.47;92.44;1.06;54.51;184.22;75.99;40.18;76.43;92.1;2.37;54.51;213.13;75.99;49.46;92.03;91.26;3.18;6.93;7.46;29.25;98;42;24;12;3;67;165;40;15;11;5;7;2;38;78;58;27;13;12;5;1;29;87;43;21;11;5;6;0;44;87;55;21;13;12;6;3;23;78;246;137;90;2;5;111;52;51;2;1;135;85;39;0;4;16;9;6;0;0;109;83;20;0;2;61;37;18;1;3;60;8;46;1;0;203;43;132;5;56;34;5;;2;;1
10/04/2013;100;3;0;1;58;125.73;68;25.53;47.18;90.47;1.24;59.82;115.47;56.67;26.41;50.12;91.29;1.12;49.19;141.94;95.31;19;38.82;93.59;1;;295.25;;75.12;140.35;91.41;5;;299.86;;77.29;138.82;88.76;5.59;;307;;76.12;138.53;79.76;4.24;58.91;120.6;62.34;25.97;48.65;90.88;1.18;55.67;127.71;73.33;23.65;45.37;91.78;1.12;55.67;169.6;73.33;36.52;69.12;91.69;2.09;6.47;7.25;31.12;100;58;22;7;1;76;176;49;25;10;7;6;1;49;98;51;33;12;5;1;0;27;78;43;26;8;7;2;0;43;86;57;32;14;5;5;1;33;90;264;158;86;2;9;124;73;43;1;5;140;85;43;1;4;16;11;4;0;0;126;98;25;0;2;64;40;16;0;4;58;9;41;2;3;217;47;153;5;50;36;6;3;;2;1
11/04/2013;101;4;0;1;62.06;124.87;63.8;26.41;51.41;92.35;1;58;125.73;68;25.53;47.18;90.47;1.24;59.82;115.47;56.67;26.41;50.12;91.29;1.12;49.19;141.94;95.31;19;38.82;93.59;1;;295.25;;75.12;140.35;91.41;5;;299.86;;77.29;138.82;88.76;5.59;60.03;125.3;65.9;25.97;49.3;91.41;1.12;59.96;122.02;62.82;26.12;49.57;91.37;1.12;57.27;127;70.95;24.34;46.88;91.93;1.09;8.54;7.41;27.92;91;50;19;6;2;95;186;37;17;8;9;1;2;57;94;54;33;11;5;5;0;38;92;34;15;8;9;1;1;42;76;57;35;11;5;5;1;53;110;229;145;74;3;3;113;64;41;3;2;116;81;33;0;1;8;5;3;0;0;116;91;22;0;0;53;38;13;0;2;52;11;36;3;1;193;36;140;5;47;27;2;1;;3;1
12/04/2013;102;5;0;1;58.47;126.27;69;25.59;47.82;94;1.12;62.06;124.87;63.8;26.41;51.41;92.35;1;58;125.73;68;25.53;47.18;90.47;1.24;59.82;115.47;56.67;26.41;50.12;91.29;1.12;49.19;141.94;95.31;19;38.82;93.59;1;;295.25;;75.12;140.35;91.41;5;60.27;125.57;66.4;26;49.62;93.18;1.06;59.51;125.62;66.93;25.84;48.8;92.27;1.12;59.59;123.09;64.37;25.99;49.13;92.03;1.12;12.67;7.99;30.24;92;46;28;11;3;70;162;39;15;13;2;7;2;44;83;53;31;15;2;4;1;26;79;37;19;7;3;8;0;28;65;55;27;21;1;3;3;42;97;226;119;88;2;5;113;62;39;2;2;113;57;49;0;3;6;3;3;0;0;94;73;19;0;0;65;39;14;1;4;61;4;52;1;1;173;53;116;3;42;46;4;1;1;1;1
13/04/2013;103;6;1;1;61.76;130.07;72.33;23.82;51.41;94.53;1;58.47;126.27;69;25.59;47.82;94;1.12;62.06;124.87;63.8;26.41;51.41;92.35;1;58;125.73;68;25.53;47.18;90.47;1.24;59.82;115.47;56.67;26.41;50.12;91.29;1.12;49.19;141.94;95.31;19;38.82;93.59;1;60.12;128.17;70.67;24.71;49.62;94.27;1.06;60.76;127.07;68.38;25.27;50.21;93.63;1.04;60.07;126.74;68.28;25.34;49.46;92.84;1.09;15.64;8.73;35.19;73;26;18;15;6;54;127;32;10;7;3;9;3;33;65;41;16;11;5;6;3;21;62;39;16;5;6;12;0;20;59;34;10;13;2;3;6;34;68;314;180;102;2;10;129;76;42;1;3;184;104;60;1;7;16;5;10;0;0;147;104;30;0;1;79;47;22;0;4;72;24;40;2;5;261;53;166;14;69;33;6;4;1;1;1
14/04/2013;104;7;1;1;23.59;70.07;48;10.76;30.94;96.76;1;61.76;130.07;72.33;23.82;51.41;94.53;1;58.47;126.27;69;25.59;47.82;94;1.12;62.06;124.87;63.8;26.41;51.41;92.35;1;58;125.73;68;25.53;47.18;90.47;1.24;59.82;115.47;56.67;26.41;50.12;91.29;1.12;42.68;100.07;60.17;17.29;41.18;95.65;1;47.94;108.8;63.11;20.06;43.39;95.1;1.04;51.47;112.82;63.28;21.65;45.4;94.41;1.03;10.79;9.13;27.15;73;36;15;8;3;65;138;34;14;9;7;2;2;30;64;39;22;6;4;6;1;35;74;35;20;5;7;2;1;26;61;38;16;10;4;6;2;39;77;271;157;80;2;10;127;65;41;1;7;144;92;39;1;3;3;3;0;0;0;136;106;22;0;1;72;35;22;0;3;60;13;36;2;6;222;49;148;9;49;31;6;4;;2;1
15/04/2013;105;1;0;0;70.4;159.53;89.5;46.65;71;119.53;2;23.59;70.07;48;10.76;30.94;96.76;1;61.76;130.07;72.33;23.82;51.41;94.53;1;58.47;126.27;69;25.59;47.82;94;1.12;62.06;124.87;63.8;26.41;51.41;92.35;1;58;125.73;68;25.53;47.18;90.47;1.24;47;114.8;68.75;28.71;50.97;108.15;1.5;51.92;119.89;69.94;27.08;51.12;103.61;1.33;53.56;121.49;69.71;26.71;50.29;101.21;1.28;11.77;9.36;43.76;71;31;23;4;3;71;142;20;9;5;4;0;2;41;61;51;22;18;6;4;1;30;81;25;14;6;4;1;0;38;63;46;17;17;6;3;3;33;79;285;168;93;3;10;146;84;50;1;4;139;84;43;2;6;26;19;7;0;0;127;92;30;0;2;75;45;20;1;4;57;12;36;2;4;236;49;159;9;59;34;9;1;1;2;1
16/04/2013;106;2;0;0;57.87;144.13;87.4;26.71;52.2;109.59;1.47;70.4;159.53;89.5;46.65;71;119.53;2;23.59;70.07;48;10.76;30.94;96.76;1;61.76;130.07;72.33;23.82;51.41;94.53;1;58.47;126.27;69;25.59;47.82;94;1.12;62.06;124.87;63.8;26.41;51.41;92.35;1;64.14;151.83;88.45;36.68;61.6;114.56;1.74;50.62;124.58;74.97;28.04;51.38;108.63;1.49;53.41;125.95;74.31;26.99;51.39;105.1;1.37;12.48;9.62;40.45;90;39;34;7;2;71;161;38;15;16;3;3;1;48;86;52;24;18;5;4;1;23;75;31;21;4;2;4;0;37;68;59;18;30;6;3;2;34;93;275;170;89;5;5;122;69;46;4;1;153;101;43;1;4;14;7;6;0;0;131;107;23;0;1;75;46;22;2;3;55;10;38;3;1;230;45;164;6;56;33;4;1;2;3;1
17/04/2013;107;3;0;0;48.07;101.25;52.33;19.18;43.13;113.06;1;57.87;144.13;87.4;26.71;52.2;109.59;1.47;70.4;159.53;89.5;46.65;71;119.53;2;23.59;70.07;48;10.76;30.94;96.76;1;61.76;130.07;72.33;23.82;51.41;94.53;1;58.47;126.27;69;25.59;47.82;94;1.12;52.97;122.69;69.87;22.95;47.67;111.33;1.24;58.78;134.97;76.41;30.85;55.44;114.06;1.49;49.98;118.75;69.31;25.83;49.32;109.74;1.37;10.56;9.58;42.05;103;42;41;3;5;73;176;43;16;21;4;0;2;45;88;60;26;20;8;3;3;28;88;41;18;13;8;0;2;39;80;62;24;28;4;3;3;34;96;281;167;93;1;5;135;77;51;0;2;146;90;42;1;3;13;10;3;0;0;135;103;25;0;0;66;36;23;0;3;67;18;42;1;2;225;56;154;13;54;39;3;2;;1;1
18/04/2013;108;4;0;0;35.88;58.29;24.5;41.47;57.35;64.82;1.41;48.07;101.25;52.33;19.18;43.13;113.06;1;57.87;144.13;87.4;26.71;52.2;109.59;1.47;70.4;159.53;89.5;46.65;71;119.53;2;23.59;70.07;48;10.76;30.94;96.76;1;61.76;130.07;72.33;23.82;51.41;94.53;1;41.98;79.77;38.42;30.33;50.24;88.94;1.21;47.27;101.22;54.74;29.12;50.89;95.82;1.29;53.06;115.8;63.43;33.5;55.92;101.75;1.47;9.07;9.68;19.91;65;27;20;7;8;66;131;25;12;8;1;2;2;45;70;40;15;12;2;5;6;21;61;27;13;8;2;2;2;23;50;38;14;12;1;5;6;43;81;264;162;83;1;6;128;71;45;1;4;136;91;38;0;2;10;10;0;0;0;117;98;15;0;1;75;43;23;0;3;62;11;45;1;2;215;49;156;6;46;37;4;2;;1;1
19/04/2013;109;5;0;0;26.93;66.75;39.43;12.71;41.25;92.94;1;35.88;58.29;24.5;41.47;57.35;64.82;1.41;48.07;101.25;52.33;19.18;43.13;113.06;1;57.87;144.13;87.4;26.71;52.2;109.59;1.47;70.4;159.53;89.5;46.65;71;119.53;2;23.59;70.07;48;10.76;30.94;96.76;1;31.41;62.52;31.97;27.09;49.3;78.88;1.21;36.96;75.43;38.75;24.45;47.24;90.27;1.14;42.19;92.61;50.92;25.02;48.48;95.1;1.22;6;9.57;53.33;79;39;19;9;4;63;142;38;20;8;3;3;4;37;75;41;19;11;5;6;0;26;67;41;21;10;4;4;2;34;75;38;18;9;4;5;2;29;67;230;126;93;0;1;118;57;54;0;1;112;69;39;0;0;6;4;2;0;0;106;75;26;0;0;68;37;28;0;1;50;10;37;0;0;186;44;119;7;59;34;1;;;;1
20/04/2013;110;6;1;0;134.71;147.86;28;39.82;83.12;15.12;2.41;26.93;66.75;39.43;12.71;41.25;92.94;1;35.88;58.29;24.5;41.47;57.35;64.82;1.41;48.07;101.25;52.33;19.18;43.13;113.06;1;57.87;144.13;87.4;26.71;52.2;109.59;1.47;70.4;159.53;89.5;46.65;71;119.53;2;80.82;107.31;33.72;26.27;62.19;54.03;1.71;65.84;90.97;30.64;31.33;60.57;57.63;1.61;61.4;93.54;36.07;28.3;56.21;71.49;1.46;8.1;9.65;56.6;86;48;21;8;2;60;146;39;23;10;2;3;1;37;76;47;25;11;5;5;1;23;70;51;31;11;5;4;0;22;73;35;17;10;2;4;2;38;73;258;151;90;2;4;133;74;50;2;0;125;77;40;0;4;12;7;5;0;0;111;89;18;0;1;66;39;17;1;2;69;16;50;1;1;204;54;141;10;48;42;3;1;2;;1
21/04/2013;111;7;1;0;47.18;39.75;2;16.35;44.65;73.88;1.24;134.71;147.86;28;39.82;83.12;15.12;2.41;26.93;66.75;39.43;12.71;41.25;92.94;1;35.88;58.29;24.5;41.47;57.35;64.82;1.41;48.07;101.25;52.33;19.18;43.13;113.06;1;57.87;144.13;87.4;26.71;52.2;109.59;1.47;90.95;93.81;15;28.09;63.89;44.5;1.83;69.61;84.79;23.14;22.96;56.34;60.65;1.55;61.18;78.16;23.48;27.59;56.59;61.69;1.52;11.02;9.86;50.55;81;44;17;6;5;75;156;29;17;4;2;2;4;40;69;52;27;13;7;4;1;35;87;43;25;6;6;4;2;34;77;38;19;11;3;2;3;41;79;272;143;101;0;5;133;60;61;0;2;139;83;40;0;3;13;8;4;0;1;118;84;23;0;0;68;37;21;0;3;73;14;53;0;1;216;56;135;8;56;45;5;;;;1
22/04/2013;112;1;0;0;93.71;82.67;37;41.71;84.88;44.24;1.47;47.18;39.75;2;16.35;44.65;73.88;1.24;134.71;147.86;28;39.82;83.12;15.12;2.41;26.93;66.75;39.43;12.71;41.25;92.94;1;35.88;58.29;24.5;41.47;57.35;64.82;1.41;48.07;101.25;52.33;19.18;43.13;113.06;1;70.45;61.21;19.5;29.03;64.77;59.06;1.36;91.87;90.09;22.33;32.63;70.88;44.41;1.71;75.63;84.26;26.61;27.65;63.48;56.55;1.53;11.74;10.16;61.01;109;47;41;6;3;107;216;58;23;22;6;5;2;68;126;51;24;19;6;1;1;39;90;42;23;9;8;1;1;58;100;67;24;32;4;5;2;49;116;288;157;101;1;8;139;71;52;0;4;149;86;49;1;4;17;10;4;0;1;128;97;23;0;2;82;39;29;0;4;61;11;45;1;1;239;49;151;6;61;40;8;;;1;1
23/04/2013;113;2;0;0;159.5;239.31;19.5;40.35;64.53;57;2;93.71;82.67;37;41.71;84.88;44.24;1.47;47.18;39.75;2;16.35;44.65;73.88;1.24;134.71;147.86;28;39.82;83.12;15.12;2.41;26.93;66.75;39.43;12.71;41.25;92.94;1;35.88;58.29;24.5;41.47;57.35;64.82;1.41;126.61;160.99;28.25;41.03;74.71;50.62;1.74;100.13;120.58;19.5;32.8;64.69;58.37;1.57;108.78;127.4;21.63;34.56;69.3;47.56;1.78;11.63;10.49;71;103;51;20;9;8;53;156;38;16;9;4;4;5;35;73;65;35;11;11;5;3;17;82;46;26;6;10;3;1;24;70;57;25;14;5;6;7;29;86;250;155;80;3;6;119;70;43;1;2;131;85;37;2;4;9;7;2;0;0;115;96;16;0;2;52;35;15;0;2;74;17;47;3;2;194;56;142;13;42;38;6;;;3;1
24/04/2013;114;3;0;0;121.13;36.81;34;14;66.87;95.13;1.81;159.5;239.31;19.5;40.35;64.53;57;2;93.71;82.67;37;41.71;84.88;44.24;1.47;47.18;39.75;2;16.35;44.65;73.88;1.24;134.71;147.86;28;39.82;83.12;15.12;2.41;26.93;66.75;39.43;12.71;41.25;92.94;1;140.32;138.06;26.75;27.18;65.7;76.07;1.91;124.78;119.6;30.17;32.02;72.09;65.46;1.76;105.38;99.64;23.13;28.1;65.23;67.56;1.63;13.7;11.01;52.58;80;34;25;10;3;80;160;33;12;12;4;5;0;53;86;47;22;13;4;5;3;27;74;30;15;6;6;3;0;43;73;50;19;19;2;7;3;37;87;265;168;83;1;5;125;81;34;1;3;140;87;49;0;2;12;7;5;0;0;120;103;13;0;2;59;41;14;0;2;74;17;51;1;1;205;60;159;9;37;46;4;1;;1;1
25/04/2013;115;4;0;0;26.81;44.12;27;8.59;43.38;95.82;1;121.13;36.81;34;14;66.87;95.13;1.81;159.5;239.31;19.5;40.35;64.53;57;2;93.71;82.67;37;41.71;84.88;44.24;1.47;47.18;39.75;2;16.35;44.65;73.88;1.24;134.71;147.86;28;39.82;83.12;15.12;2.41;73.97;40.47;30.5;11.3;55.13;95.48;1.41;102.48;106.75;26.83;20.98;58.26;82.65;1.6;100.29;100.73;29.38;26.16;64.92;73.05;1.57;14.52;11.44;26.21;83;42;23;5;5;77;160;37;17;13;3;1;3;49;86;46;25;10;5;4;2;28;74;32;20;3;4;4;1;36;68;51;22;20;4;1;4;41;92;286;151;112;4;6;133;67;57;1;1;153;84;55;3;5;16;9;7;0;0;133;90;37;0;1;66;39;20;0;4;71;13;48;4;1;223;63;143;8;66;46;5;1;;4;1
26/04/2013;116;5;0;0;48.65;121.41;72.76;17.88;76;128.29;1.41;26.81;44.12;27;8.59;43.38;95.82;1;121.13;36.81;34;14;66.87;95.13;1.81;159.5;239.31;19.5;40.35;64.53;57;2;93.71;82.67;37;41.71;84.88;44.24;1.47;47.18;39.75;2;16.35;44.65;73.88;1.24;37.73;82.77;49.88;13.24;59.69;112.06;1.21;65.53;67.45;44.59;13.49;62.08;106.41;1.41;89.02;110.41;38.32;20.21;62.7;94.06;1.56;15.52;11.64;29.99;80;36;20;3;4;74;154;34;13;10;6;3;2;44;78;46;23;10;11;0;2;30;76;40;19;8;9;3;1;40;80;40;17;12;8;0;3;34;74;254;137;94;5;4;121;60;47;5;2;133;77;47;0;2;12;9;3;0;0;117;83;25;0;0;59;36;17;0;2;66;9;49;5;2;198;56;132;5;50;44;2;2;;5;1
27/04/2013;117;6;0;0;67.25;125.25;58;44.94;75.94;140.75;1.19;48.65;121.41;72.76;17.88;76;128.29;1.41;26.81;44.12;27;8.59;43.38;95.82;1;121.13;36.81;34;14;66.87;95.13;1.81;159.5;239.31;19.5;40.35;64.53;57;2;93.71;82.67;37;41.71;84.88;44.24;1.47;57.95;123.33;65.38;31.41;75.97;134.52;1.3;47.57;96.93;52.59;23.8;65.11;121.62;1.2;65.96;81.9;47.94;21.35;65.55;115;1.35;17.66;11.77;30.25;90;35;27;3;3;92;182;46;16;18;9;1;2;59;105;44;19;9;13;2;1;33;77;40;16;11;11;1;1;46;86;50;19;16;11;2;2;46;96;193;112;72;0;4;90;47;38;0;2;103;65;34;0;2;8;3;4;0;0;87;69;17;0;1;46;31;11;0;1;52;9;40;0;2;146;47;105;7;35;37;2;2;;;1
28/04/2013;118;7;0;0;80.75;136.71;55.38;53.47;65.18;169.44;2.24;67.25;125.25;58;44.94;75.94;140.75;1.19;48.65;121.41;72.76;17.88;76;128.29;1.41;26.81;44.12;27;8.59;43.38;95.82;1;121.13;36.81;34;14;66.87;95.13;1.81;159.5;239.31;19.5;40.35;64.53;57;2;74;130.98;56.69;49.21;70.56;155.1;1.72;65.55;127.79;62.05;38.76;72.37;146.16;1.61;55.87;106.87;53.29;31.22;65.13;133.58;1.46;14.87;12.06;49.07;103;43;28;7;4;67;170;39;14;11;7;6;1;39;78;64;29;17;14;1;3;28;92;45;18;11;11;5;0;34;79;58;25;17;10;2;4;33;91;209;106;83;1;4;91;43;41;0;2;118;63;42;1;2;3;1;2;0;0;77;54;14;0;0;57;35;14;0;3;72;16;53;1;1;160;49;99;7;44;39;3;1;;1;1
29/04/2013;119;1;1;0;20.19;78.38;58.33;12.76;40.24;109.24;1;80.75;136.71;55.38;53.47;65.18;169.44;2.24;67.25;125.25;58;44.94;75.94;140.75;1.19;48.65;121.41;72.76;17.88;76;128.29;1.41;26.81;44.12;27;8.59;43.38;95.82;1;121.13;36.81;34;14;66.87;95.13;1.81;50.47;107.55;56.86;33.12;52.71;139.34;1.62;56.06;113.45;57.24;37.06;60.45;139.81;1.48;54.21;115.44;61.12;32.26;64.34;136.93;1.46;18.16;12.52;28.53;66;27;16;10;5;44;110;28;9;12;4;2;1;22;50;38;18;4;4;8;4;22;60;33;13;7;5;5;3;22;55;33;14;9;3;5;2;22;55;245;137;85;0;6;114;63;45;0;0;131;74;40;0;6;10;5;5;0;0;91;70;13;0;0;79;46;21;0;5;65;16;46;0;1;193;52;129;8;44;41;5;1;;;1
30/04/2013;120;2;1;0;31.24;79.93;52.21;15.71;57.35;115.53;1;20.19;78.38;58.33;12.76;40.24;109.24;1;80.75;136.71;55.38;53.47;65.18;169.44;2.24;67.25;125.25;58;44.94;75.94;140.75;1.19;48.65;121.41;72.76;17.88;76;128.29;1.41;26.81;44.12;27;8.59;43.38;95.82;1;25.72;79.16;55.27;14.24;48.8;112.39;1;44.06;98.34;55.31;27.31;54.26;131.4;1.41;49.86;105.07;55.98;31.72;59.68;133.74;1.36;19.72;13.04;18.33;63;34;11;6;5;56;119;26;14;4;2;2;4;37;63;37;20;7;5;4;1;19;56;28;15;7;3;3;0;29;57;35;19;4;4;3;5;27;62;293;162;102;3;7;129;66;50;1;4;164;96;52;2;3;13;6;7;0;0;117;89;17;0;1;83;47;23;0;4;80;20;55;3;2;229;64;152;10;53;49;5;2;;3;1
01/05/2013;121;3;1;0;33.65;89.13;58.44;18.12;55.35;124.25;1;31.24;79.93;52.21;15.71;57.35;115.53;1;20.19;78.38;58.33;12.76;40.24;109.24;1;80.75;136.71;55.38;53.47;65.18;169.44;2.24;67.25;125.25;58;44.94;75.94;140.75;1.19;48.65;121.41;72.76;17.88;76;128.29;1.41;32.45;84.53;55.33;16.92;56.35;119.89;1;28.36;82.48;56.33;15.53;50.98;116.34;1;41.46;96.04;56.09;25.02;54.53;129.62;1.31;16.91;13.49;30.4;57;32;16;6;1;41;98;28;12;11;1;3;1;21;49;29;20;5;1;3;0;20;49;29;20;6;1;1;1;17;46;28;12;10;1;5;0;24;52;263;137;104;4;7;108;57;43;1;2;155;80;61;3;5;14;6;7;0;1;106;68;30;0;1;73;46;19;0;4;70;17;48;4;1;208;55;124;13;67;37;6;1;;4;1
